# 274,cat274|Краскораспылитель пневматический
 1|Краскораспылитель пневматический с ВЕРХНИМ бачком|274|57315|798|788|777||norow|Краскораспылитель пневматический| MATRIX с ВЕРХНИМ бачком 1.0 л, сменные сопла 1.2, 1.5, 1.8 мм <span class=art>арт. 57315</span>|</span><span class="for">Для нанесения защитных, декоративных, изоляционных покрытий на различные поверхности: пластик, металл, дерево, керамику</span><span class="addt">Применяется при проведении наружных и внутренних отделочных работ, окраске металлоконструкций в автосервисах, нанесении пожаростойких составов.||/img/pic/shmal/small/57315.jpg|/img/pic/shmal/big/57315.jpg
#0|Мини-валик "Cинтекс" сменный  75 мм, &empty; 15 мм, &empty; бюгеля 6 мм|145|80612| 22| 22| 22|526
#0|Мини-валик "Cинтекс" сменный 100 мм, &empty; 15 мм, &empty; бюгеля 6 мм|145|80613| 22| 22| 22|526
#0|Мини-валик "Cинтекс" сменный 150 мм, &empty; 15 мм, &empty; бюгеля 6 мм|145|80614| 29| 29| 29|526
#0|Валик "Cинтекс" сменный 180 мм, &empty; 48 мм, ворс 18 мм, бюгель 8 мм |145|80753| 69| 69| 69|526
#0|Валик "Cинтекс" сменный 250 мм, &empty; 48 мм, ворс 18 мм, бюгель 8 мм |145|80759| 79| 79| 79|526
#1|Рукоятки для валиков с усиленным бюгелем                   |282|multicopy282  |45,00|42,00|40,00|534|norow|| посадочного диаметра&nbsp;8&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/07-0-018.jpg|/img/pic/shmal/big/07-0-018.jpg
#0|Рукоятка на 180 мм, &empty; 8 мм оцинкованная,   HOBBI     |282|07-0-180      |49,00|48,00|47,00|534|
#0|Рукоятка на 250 мм, &empty; 8 мм оцинкованная,   HOBBI     |282|07-0-250      |55,00|53,00|52,00|534|
#1|Рукоятки для валиков (бюгели)                              |282|              |32,00|31,00|29,00|534|norow|| посадочного диаметра&nbsp;6&nbsp;мм, MATRIX|</span></p><UL><LI>Стержень рукоятки оцинкован для защиты от коррозии.<LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81215.jpg|/img/pic/shmal/big/81215.jpg
#0|Рукоятка на 180 мм, &empty; 6 мм оцинкованная,   MATRIX    |282|81215         |35,00|33,00|32,00|534|
#0|Рукоятка на 250 мм, &empty; 6 мм оцинкованная,   MATRIX    |282|81217         |37,00|35,00|34,00|534|
#1|Рукоятки (бюгели) для мини- и миди-валиков                 |282|              |23,00|22,00|21,00|534|norow|| посадочного диаметра&nbsp;6&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка из ударопрочной пластмассы, с отверстием для подвешивания, имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81211.jpg|/img/pic/shmal/big/81211.jpg
#0|Рукоятка на 50 - 70 мм, &empty; 6 мм никелированная, HOBBI |282|07-1-050      |19,98|19,25|18,98|534|
#0|Рукоятка на 100 - 150 мм, &empty; 6 мм, оцинкованная, HOBBI|282|07-1-090      |28,00|27,00|26,00|534|
#0|Рукоятка на 100-150мм удлинённая, &empty; 6 мм, цинк, HOBBI|282|07-1-091      |31,00|30,00|29,00|534|
#1|Валик фасадный "Cинтекс" 180 мм                |145|S18     | 92| 88| 85|||Валики фасадные &laquo;Cинтекс&raquo;| веревочные, зеленые, с рукояткой|Для фасадных работ, для красок на водной основе, для работ по дереву.</span></p><UL><LI>Диаметр оси рукоятки 6 мм.<LI>Диаметр валика 40 мм.<LI>Шубка из полиакрила имеет высоту ворса 18 мм.</UL><p><span class="addt">||/img/pic/shmal/small/Valok SINTEX.jpg|/img/pic/shmal/big/Valok SINTEX.jpg
#0|Валик фасадный "Cинтекс" 250 мм                |145|S25     |112|104| 99|
#1|Мини-валик сменный "Cинтекс" 75 мм             |145|SI-075  | 36,69| 32,89| 29,04|||Мини-валики сменные| &laquo;Cинтекс&raquo; (без рукоятки)|Ворс 12 мм, диаметр 15 мм. Для рукоятки с диаметром оси 6 мм.||/img/pic/shmal/small/mini-sin.jpg|/img/pic/shmal/big/-mini-sin.jpg
#0|Мини-валик сменный "Cинтекс" 100 мм            |145|SI-100  | 40,48| 36,54| 32,52|
#0|Мини-валик сменный "Cинтекс" 100 мм, REMOCOLOR |145|06-1-408| 18| 17| 16|
#1|Валик сменный "Cинтекс" 180 мм                 |145|80753   | 79| 69| 66|||Валик сменный| &laquo;Cинтекс&raquo; (без рукоятки)|Ворс 18 мм, диаметр 69 мм. Для рукоятки диаметром 8 мм.||/img/pic/shmal/small/80753.jpg|/img/pic/shmal/big/jpg
#0|Валик 250 мм|145||99.00|||norow                                       |

# 147,cat147 -># 528,cat528|РАСПРОДАЖА Валиков «Грейтекс» и «Гирпаинт» |Валики "Грейтекс" "Гирпаинт" !Для эмали и красок на водной основе
#1|Валик "Грейтекс" 180 мм, &empty; оси бюгеля 6 мм           |147|80657| 89| 89| 89|528|norow|Валики &laquo;Грейтекс&raquo; (полоса), 6 мм|</span><span class="for">Для эмали, красок на водной основе; для фасадных работ.|</span></p><UL><LI>Произведены из <b>полиакрила</b> по технологии <b>&laquo;Termofusion&raquo;</b>, обеспечивающей высокую износоустойчивость, исключающую отслаивание шубки от основания при многократном использовании.<LI>Диаметр валика 48 мм. Шубка имеет высоту ворса 12 мм.<LI>Рукоятка с диаметром оси 6 мм в комплекте.</UL><p><span class="addt">||/img/pic/shmal/small/VALIK GRAYTEX.jpg|/img/pic/shmal/big/VALIK GRAYTEX.jpg
#0|Валик "Грейтекс" 180 мм, &empty; оси бюгеля 6 мм           |147|80657| 89| 89| 89|528
#0|Валик "Грейтекс" 250 мм, &empty; оси бюгеля 6 мм           |147|80658| 99| 99| 99|528
#1|Валик "Грейтекс" 180 мм с рукояткой, &empty; бюгеля 8 мм   |147|80740|105|105|105|528|norow|Валики &laquo;Грейтекс&raquo; (полоса), 8 мм|</span><span class="for">Для эмали, красок на водной основе; для фасадных работ.|</span></p><UL><LI>Произведены из <b>полиакрила</b> по технологии <b>&laquo;Termofusion&raquo;</b>, обеспечивающей высокую износоустойчивость, исключающую отслаивание шубки от основания при многократном использовании.<LI>Диаметр валика 48 мм. Шубка имеет высоту ворса 12 мм.<LI><b>Рукоятка с усиленным бюгелем посадочного диаметра 8 мм в комплекте</b>.</UL><p><span class="addt">||/img/pic/shmal/small/VALIK GRAYTEX.jpg|/img/pic/shmal/big/VALIK GRAYTEX.jpg
#0|Валик "Грейтекс" 180 мм с рукояткой, &empty; бюгеля 8 мм   |147|80740|105|105|105|528
#0|Валик "Грейтекс" 250 мм с рукояткой, &empty; бюгеля 8 мм   |147|80743|120|120|120|528
#1|Валик "Грейтекс" 180 мм сменный, &empty; оси бюгеля 8 мм   |147|80740| 65| 65| 65|528|norow|Сменные валики &laquo;Грейтекс&raquo; (полоса), 8 мм (без рукоятки)|</span><span class="for">Для эмали, красок на водной основе; для фасадных работ.|</span></p><UL><LI>Произведены из <b>полиакрила</b> по технологии <b>&laquo;Termofusion&raquo;</b>, обеспечивающей высокую износоустойчивость, исключающую отслаивание шубки от основания при многократном использовании.<LI>Диаметр валика 48 мм. Шубка имеет высоту ворса 12 мм.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм.</b></UL><p><span class="addt">||/img/pic/shmal/small/80735.jpg|/img/pic/shmal/big/80735.jpg
#0|Валик "Грейтекс" 180 мм сменный, &empty; оси бюгеля 8 мм   |147|80735| 65| 65| 65|528
#0|Валик "Грейтекс" 250 мм сменный, &empty; оси бюгеля 8 мм   |147|80741| 85| 85| 85|528
#1|Валик "Гирпаинт" 180 мм, &empty; оси бюгеля 8 мм           |147|80745| 99| 99| 99|528|norow|Валики &laquo;Гирпаинт&raquo;, 8 мм|</span><span class="for">Для лака, красок на водной основе; для фасадных работ.|</span></p><UL><LI>Диаметр валика 48 мм. Высота ворса шубки 12 мм.<LI>Произведен из <b>полиакрила</b> по технологии <b>&laquo;Termofusion&raquo;</b>, обеспечивающей высокую износостойкость. Бесшовная структура шубки способствует равномерному нанесению краски на поверхность. Улучшенная конструкция ролика обеспечивает свободное вращение.<LI><b>Рукоятка с усиленным бюгелем посадочного диаметра 8 мм в комплекте.</b></UL><p><span class="addt">||/img/pic/shmal/small/80745.jpg|/img/pic/shmal/big/80745.jpg
#0|Валик "Гирпаинт" 180 мм, &empty; оси бюгеля 8 мм           |147|80745| 99| 99| 99|528
#0|Валик "Гирпаинт" 250 мм, &empty; оси бюгеля 8 мм           |147|80746|120|120|120|528
#1|Валик "Гирпаинт" 180 мм сменный, &empty; оси бюгеля 8 мм   |147|80744| 69| 69| 69|528|norow|Сменные валики &laquo;Гирпаинт&raquo;, 8 мм (без рукоятки)|</span><span class="for">Для лака, красок на водной основе; для фасадных работ.|</span></p><UL><LI>Диаметр валика 48 мм. Высота ворса шубки 12 мм.<LI>Произведен из <b>полиакрила</b> по технологии <b>&laquo;Termofusion&raquo;</b>, обеспечивающей высокую износостойкость. Бесшовная структура шубки способствует равномерному нанесению краски на поверхность. Улучшенная конструкция ролика обеспечивает свободное вращение.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм.</b></UL><p><span class="addt">||/img/pic/shmal/small/80744.jpg|/img/pic/shmal/big/80744.jpg
#0|Валик "Гирпаинт" 180 мм сменный, &empty; оси бюгеля 8 мм   |147|80744| 69| 69| 69|528
#0|Валик "Гирпаинт" 250 мм сменный, &empty; оси бюгеля 8 мм   |147|80750| 79| 79| 79|528
#1|Рукоятки для валиков с усиленным бюгелем                   |147|multicopy282  |45,00|42,00|40,00|528|norow|| посадочного диаметра&nbsp;8&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/07-0-018.jpg|/img/pic/shmal/big/07-0-018.jpg
#0|Рукоятка на 180 мм, &empty; 8 мм оцинкованная,   HOBBI     |147|07-0-180      |49,00|48,00|47,00|528|
#0|Рукоятка на 250 мм, &empty; 8 мм оцинкованная,   HOBBI     |147|07-0-250      |55,00|53,00|52,00|528|
#1|Рукоятки для валиков (бюгели)                              |147|              |32,00|31,00|29,00|528|norow|| посадочного диаметра&nbsp;6&nbsp;мм, MATRIX|</span></p><UL><LI>Стержень рукоятки оцинкован для защиты от коррозии.<LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81215.jpg|/img/pic/shmal/big/81215.jpg
#0|Рукоятка на 180 мм, &empty; 6 мм оцинкованная,   MATRIX    |147|81215         |35,00|33,00|32,00|528|
#0|Рукоятка на 250 мм, &empty; 6 мм оцинкованная,   MATRIX    |147|81217         |37,00|35,00|34,00|528|
#1|Рукоятки (бюгели) для мини- и миди-валиков                 |147|              |23,00|22,00|21,00|528|norow|| посадочного диаметра&nbsp;6&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка из ударопрочной пластмассы, с отверстием для подвешивания, имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81211.jpg|/img/pic/shmal/big/81211.jpg
#0|Рукоятка на 50 - 70 мм, &empty; 6 мм никелированная, HOBBI |147|07-1-050      |19,98|19,25|18,98|528|
#0|Рукоятка на 100 - 150 мм, &empty; 6 мм, оцинкованная, HOBBI|147|07-1-090      |28,00|27,00|26,00|528|
#0|Рукоятка на 100-150мм удлинённая, &empty; 6 мм, цинк, HOBBI|147|07-1-091      |31,00|30,00|29,00|528|

### 142,cat142 -># 523,cat523|Валики меховые! Валики меховые, синтекс! Валики СТАНДАРТ (меховые, синтекс)! Валики эконом СТАНДАРТ Миди + Макси ?Валики TERMOFUSION !Для эмалей; масляных, латекс., вододисп. красок
#1|Валики из искусственного меха, с рукояткой 6 мм|142|           | 54,00| 54,00| 54,00|523|norow||, ворс 15 мм, диаметр корпуса 40 мм СТАНДАРТ|</span><span class="for">Для нанесения эмалей, масляных красок, защиты от коррозии. <b>Ограниченное использование с красками на водной основе, латексными красками!</b></span></p><UL><LI>Термовплавленная шубка не отслаивается от основания валика при многократном и интенсивном использовании.<LI>Бесшовная структура шубки позволяет равномерно наносить краску.<LI>Обработанные края ролика не оставляют следов по бокам в процессе окрашивания.<LI>Быстросменная система позволяет использовать ручку с различными видами валиков, а также проводить очистку валиков без ручки.<LI>Фланцы, приваренные ультразвуком при многократной процедуре снятия/монтажа валика гарантируют сохранность и целостность конструкции.<LI>Свободное вращение ролика обеспечивает максимальную отдачу краски на поверхность.<LI>Оцинкованный бюгель посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/80111.jpg|/img/pic/shmal/big/80111.jpg
#0|Валик искусственный мех 100 мм с рукояткой 6 мм|142|80111      | 58,00| 57,00| 55,00|523|
#0|Валик искусственный мех 150 мм с рукояткой 6 мм|142|80112      | 62,00| 61,00| 59,00|523|
#0|Валик искусственный мех 200 мм с рукояткой 6 мм|142|80113      | 65,00| 63,00| 61,00|523|
#0|Валик искусственный мех 250 мм с рукояткой 6 мм|142|80114      | 78,00| 76,00| 74,00|523|
#1|Валики из искусственного меха, с рукояткой 6 мм|142|           | 54,00| 54,00| 54,00|523|norow||, ворс 12-14 мм, диаметр корпуса 40 мм СТАНДАРТ|</span><span class="for">Для алкидных, масляных и вододисперсионных красок. <b>Не использовать с химрастворителями и другими агрессивными средами!</b></span></p><UL><LI>Обрабатываемые поверхности: шероховатые, гладкие.<LI>Шубка бесшовно термовплавлена в полипропиленовую основу валика.<LI>Диаметр оси рукоятки <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/VALIK TERMOFUSION.jpg|/img/pic/shmal/big/VALIK TERMOFUSION.jpg
#1|Валик  Синтекс СТАНДАРТ               240 мм   |142|           | 99,98| 97,00| 94,00|523|norow|| на бюгеле, ворс 18 мм, &empty; 30 мм, &empty; рукоятки 6 мм <span class="art">арт. 04-3-511</span>|</span><span class="for">Для всех типов лакокрасочных материалов</span></p><UL><LI>Изготовлен из полиакрила на тканевой основе (крученая нить), наклеенного на пластиковый корпус.<LI>Шубка сшитая.<LI>Обрабатываемые поверхности: шероховатые, грубые, гладкие.<LI>Рукоятка с бюгелем посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/04-3-511.jpg|/img/pic/shmal/big/04-3-511.jpg
#0|Валик  Синтекс СТАНДАРТ 240 мм с рукояткой 6 мм|142|04-3-511   | 99,00| 97,00| 95,00|523|
#1|Валик Синтекс СТАНДАРТ сменный 250 мм          |142|           | 99,98| 97,00| 94,00|523|norow|| ворс 18 мм, &empty; 48 мм <span class="art">арт. 03-0-502</span>|</span><span class="for">Для всех типов лакокрасочных материалов</span></p><UL><LI>Изготовлены из полиакрила на тканевой основе (крученая нить), наклеенного на пластиковый корпус.<LI>Обрабатываемые поверхности: шероховатые, грубые, гладкие.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/03-0-502.jpg|/img/pic/shmal/big/03-0-502.jpg
#0|Валик Синтекс СТАНДАРТ сменный 250 мм          |142|03-0-502   |148,00|144,00|141,00|523|
#1|Валик "МИКРОФИБРА" в сборе,              240 мм|142|04-1-511   |109,98|106,00|102,00|523|norow||, ворс&nbsp;12&nbsp;мм, &empty;&nbsp;40&nbsp;мм, &empty;&nbsp;рукоятки&nbsp;6&nbsp;мм <span class="art">арт. 04-1-511</span>|</span><span class="for">Для водоэмульсионных красок, грунтов, маркерных покрытий, пропиток</span></p><UL><LI>Полиэстер (микроволокно) на тканевой основе, термически зафиксирован на пластиковом корпусе.<LI>Диаметр корпуса <b>40 мм</b>. Высота ворса <b>12 мм</b>.<LI>Обрабатываемые поверхности: гладкие.<LI>Под рукоятку с бюгелем посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/04-1-511.jpg|/img/pic/shmal/big/04-1-511.jpg
#0|Валик "МИКРОФИБРА" в сборе, 240 мм, ворс 12 мм |142|04-1-511   |129,00|126,00|122,00|523|
#1|Валик "ПРЕМИУМ"    в сборе,              240 мм|142|04-1-604   |142,98|138,00|134,00|523|norow||, ворс&nbsp;12&nbsp;мм, &empty;&nbsp;40&nbsp;мм, &empty;&nbsp;рукоятки&nbsp;6&nbsp;мм <span class="art">арт. 04-1-604</span>|</span><span class="for">Для всех типов ЛКМ</span></p><UL><LI>Полиакрил на тканевой основе (микроволокно), термически зафиксирован на пластиковом корпусе.<LI>Диаметр корпуса <b>40 мм</b>. Высота ворса <b>12 мм</b>.<LI>Обрабатываемые поверхности: гладкие и шероховатые.<LI>Под рукоятку с бюгелем посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/04-1-604.jpg|/img/pic/shmal/big/04-1-604.jpg
#0|Валик "ПРЕМИУМ"    в сборе, 240 мм, ворс 12 мм |142|04-1-604   |125,00|122,00|119,00|523|
#1|Валики Синтекс СТАНДАРТ сменные                |142|           | 99,98| 97,00| 94,00|523|norow|| ворс 18 мм, &empty; 48 мм</span>|</span><span class="for">Для всех типов лакокрасочных материалов. Рекомендуется для фасадных работ</span></p><UL><LI>Полиакриловая шубка устойчива к разного рода растворителям.<LI>За счет длинного ворса 18 мм обладает высокой покрывающей способностью и обеспечивает качественную покраску шероховатых поверхностей при работе с большими площадями.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/80759.jpg|/img/pic/shmal/big/80759.jpg
#1|Валик Синтекс СТАНДАРТ сменный 250 мм          |142|           | 99,98| 97,00| 94,00|523|norow|| ворс 18 мм, &empty; 48 мм <span class="art">арт. 80759</span>|</span><span class="for">Для всех типов лакокрасочных материалов. Рекомендуется для фасадных работ</span></p><UL><LI>Полиакриловая шубка устойчива к разного рода растворителям.<LI>За счет длинного ворса 18 мм обладает высокой покрывающей способностью и обеспечивает качественную покраску шероховатых поверхностей при работе с большими площадями.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/80759.jpg|/img/pic/shmal/big/80759.jpg
#0|Валик Синтекс СТАНДАРТ сменный 250 мм          |142|80759      |148,00|144,00|141,00|523|
#1|Валик "Pro" в сборе,                     240 мм|142|           | 99,98| 97,00| 94,00|523|norow||, ворс 12 мм, &empty; 40 мм, на бюгеле 6 мм <span class="art">арт. 81332</span>|</span><span class="for">Для всех типов лакокрасочных материалов</span></p><UL><LI>Полиакриловая шубка обеспечивает хорошую впитываемость красок, устойчива к разного рода растворителям.<LI>Ворс средней длины 12 мм, хорошо обрабатывает как гладкие, так и шероховатые поверхности.<LI>Под рукоятку с бюгелем посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/81332.jpg|/img/pic/shmal/big/81332.jpg
#0|Валик  Синтекс СТАНДАРТ 240 мм с рукояткой 6 мм|142|81332      |159,00|155,00|152,00|523|
#1|Валики Синтекс СТАНДАРТ сменные                |142|           | 99,98| 97,00| 94,00|523|norow|| ворс 18 мм, &empty; 48 мм</span>|</span><span class="for">Для всех типов лакокрасочных материалов</span></p><UL><LI>Изготовлены из полиакрила на тканевой основе (крученая нить), наклеенного на пластиковый корпус.<LI>Обрабатываемые поверхности: шероховатые, грубые, гладкие.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/03-0-502.jpg|/img/pic/shmal/big/03-0-502.jpg
#0|Валик Синтекс СТАНДАРТ сменный 250 мм          |142|03-0-502   |203,79|199,21|195,78|523|
#0|Валик Синтекс СТАНДАРТ сменный 180 мм          |142|03-0-501   | 99,98| 97,00| 94,00|523|
#0|Валик Синтекс СТАНДАРТ сменный 250 мм, MATRIX  |142|81369      |189,00|184,00|181,00|523|blue ltdl
#1|Профессиональный малярный валик (сменный)      |142|           |238,00|233,00|225,00|523|norow|| Gepardakryl (HARDY, Польша) <span class="art">арт. 0110-314825</span>|</span><span class="for">Для работ акриловыми лаками и красками; напольными лаками на водной основе.</span></p><UL><LI>Шубка из полиакрила имеет высоту ворса <b>8 мм</b>.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/0110-31.jpg|/img/pic/shmal/big/0110-31.jpg
#0|Валик GEPARDAKRYL 250 мм, &empty;48 мм сменный |142|0110-314825|338,00|325,00|315,00|523
#1|Валик меховой СТАНДАРТ  100 мм сменный (6 мм)  |142|           | 29,00| 29,00| 29,00|523|norow ltdi|Валики сменные (без рукоятки) из натурального меха|</span><span class="for">Для нанесения эмалей, масляных красок, защиты от коррозии, красок на водной основе, латексных красок.|<b>Не использовать с химрастворителями и другими агрессивными средами!</b></span></p><UL><LI>Шубка бесшовно термовплавлена в полипропиленовую основу валика.<LI>Для рукоятки с диаметром оси <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/80126.jpg|/img/pic/shmal/big/80126.jpg
#0|Валик меховой СТАНДАРТ  100 мм с рукояткой 6 мм|142|80121      | 54,00| 54,00| 54,00|523|
#0|Валик меховой СТАНДАРТ  150 мм с рукояткой 6 мм|142|80122      | 63,00| 61,00| 59,00|523|
#0|Валик меховой СТАНДАРТ  200 мм с рукояткой 6 мм|142|80123      | 54,00| 54,00| 54,00|523|
#0|Валик меховой СТАНДАРТ  250 мм с рукояткой 6 мм|142|80124      | 54,00| 54,00| 54,00|523|
#0|Валик меховой СТАНДАРТ  100 мм сменный (6 мм)  |142|80126      | 34,00| 33,00| 32,00|523|ltdl
#0|Валик меховой СТАНДАРТ  150 мм сменный (6 мм)  |142|80127      | 37,00| 36,00| 35,00|523|ltdl
#0|Валик меховой СТАНДАРТ  200 мм сменный (6 мм)  |142|80128      | 37,00| 37,00| 37,00|523|
#0|Валик меховой СТАНДАРТ  250 мм сменный (6 мм)  |142|80129      | 37,00| 37,00| 37,00|523|

### 63,cat63 -># 519,cat519|Профессиональные ФАСАДНЫЕ валики MaxProfi! и Hardex!Для эмульсионных, латексных, силикатных красок
#1|Профессиональные фасадные валики                              |63|             |139,00|134,00|129,00|519|norow ltd|| MaxProfi  (HARDY, Польша)|</span><span class="for">Для эмульсионных (акриловых), латексных, силиконовых и силикатных красок; для гладких поверхностей, лакировки (деревянных полов)</span></p><UL><LI>Имеет термически плавленые и обрезанные концы.<LI>Специально обработанные и усиленные полиамидные волокна шубки для длительного профессионального использования.<LI>Оптимальное поглощение и равномерное распределение краски обеспечивает высокую эффективность работы.<LI>Идеально подходит для покрытий с высокой плотностью, включая те, что содержат растворители.<LI>Валик исключительно износостойкий и легко чистится.</UL><p><span class="addt">||/img/pic/shmal/small/0110-484818.jpg|/img/pic/shmal/big/0110-484818.jpg
#0|Валик MaxProfi  6, 180 мм, ворс  6 мм, &empty; 48/8 мм сменный|63|0110-48.48.18|158,00|153,00|148,00|519
#0|Валик MaxProfi  6, 250 мм, ворс  6 мм, &empty; 48/8 мм сменный|63|0110-48.48.25|198,00|194,00|191,00|519
#0|Валик MaxProfi 20, 100 мм, ворс 20 мм, &empty; 30/6 мм сменный|63|0120-46.30.10| 89,00| 87,00| 85,00|519
#0|Валик MaxProfi 20, 150 мм, ворс 20 мм, &empty; 30/6 мм сменный|63|0120-46.30.15|129,00|125,00|121,00|519
#0|Валик MaxProfi 20, 180 мм, ворс 20 мм, &empty; 68/8 мм сменный|63|0100-46.68.18|398,00|388,00|377,00|519
#1|Профессиональные фасадные валики                              |63|             |329,00|315,00|307,00|519|norow ltd|| Hardex (HARDY, Польша)</span><span class="for">Для эмульсионных, латексных, силикатных красок; для фасадных работ.|</span></p><UL><LI><b>Увеличенный диаметр валика (68 мм)</b>, покрытого эластичной негигроскопичной подкладкой толщиной <b>9 мм</b>, обеспечивает высокопроизводительную и качественную обработку неровных поверхностей, характерных для наружных конструкций (<b>фасады зданий</b> и т. п.).<LI>Шубка из полиакрила имеет высоту ворса <b>18 мм</b>.<LI><b>Рукоятки с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/HARDEX.png|/img/pic/shmal/big/HARDEX.png
#0|Валик фасадный Hardex     180 мм, &empty; 68 мм, с рукояткой  |63|0101-106-818 |388,00|382,00|377,00|519
#0|Валик фасадный Hardex     180 мм, &empty; 68 мм,     сменный  |63|0100-106-818 |268,00|263,00|257,00|519
#0|Валик фасадный Hardex     250 мм, &empty; 68 мм, с рукояткой  |63|0101-106-825 |389,00|377,00|369,00|519
#0|Валик фасадный Hardex     250 мм, &empty; 68 мм,     сменный  |63|0100-106-825 |389,00|377,00|369,00|519
#0|Валик MaxProfi 20, 250 мм, ворс 20 мм, &empty; 68/8 мм сменный|63|0100-46.68.25|398,00|385,00|375,00|519
#1|Валик сменный                                               |63|             | 44,00| 42,00| 40,00|519|norow|Валик сменный| Hardexplus (HARDY, Польша) <span class=art>арт. 0120-12.15.10</span></span><span class="for">Для эмульсий, акриловых лаков, растворителей, грунтовок.|</span></p><UL><LI>Шубка изготовлена из полиамида, стойкого к воздействию растворителей.<LI>Высота ворса шубки <b>12 мм</b>.<LI>Под рукоятку с бюгелем посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt"><b>Цена за упаковку 2 штуки.</b>||/img/pic/shmal/small/0120-12.jpg|/img/pic/shmal/big/0120-12.jpg
#0|Валик сменный HardexPLUS, 100 мм, &empty; 15 мм             |63|0120-12.15.10| 49,00| 47,00| 45,00|519
#1|Профессиональные фасадные миди-валики с 20-мм ворсом          |63|             | 82,00| 79,00| 75,00|519|norow|| MaxProfi 20 (HARDY, Польша)|</span><span class="for">Для эмульсионных (акриловых), латексных, силиконовых и силикатных красок; для внутренних и внешних стен</span></p><UL><LI>Имеет обволакиваемые концы. Оптимален для окраски <b>шероховатых поверхностей</b>.<LI>Специально обработанные и усиленные полиамидные волокна шубки для длительного профессионального использования.<LI>Оптимальное поглощение и высвобождение краски обеспечивает высокую производительность труда и позволяют окрашивать большую поверхность за один цикл.<LI>Превосходная гибкость для получения исключительно гладкого покрытия и ровной поверхности.<LI>Валик отличается износоустойчивостью, а также легко моется.<LI>Шубка из полиамида имеет высоту ворса <b>20 мм</b>.<LI>Под рукоятку с бюгелем посадочного диаметра 6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/0120-463010.jpg|/img/pic/shmal/big/0120-463010.jpg
